,cdn.AUMU01000002.1.region001,FDZ060-GRRNs.79.k141_8235326.region001,FDZ070-GBkY14-16.19.k141_295477.region001,FDZ070-WuWY16-18.123.k141_3203126.region001,FDZ076-BkWG26-28.92.k141_2538591.region001,FDZ081-WW14-16.12.k141_2713136.region001,mvd.BGC0000594,SAMD00324604_k141_1928559.region001,SAMD00324604_k141_859481.region001,SAMD00324612_k141_2426270.region001,SAMD00324618_k141_585885.region001,SAMEA3696444_k129_48947.region001,SAMN03859986_k141_190433.region001,SAMN05421697_k141_38693.region001,SAMN05421697_k141_66448.region001,SAMN06266017_k141_472620.region001,SAMN06266017_k141_946008.region001,SAMN06267296_k141_730012.region001,SAMN07571238_k129_515968.region001,SAMN07748056_k141_2011422.region001,SAMN07748056_k141_2044812.region001,SAMN07748056_k141_252639.region001,SAMN07748057_k141_1813030.region001,SAMN07748057_k141_301426.region001,SAMN07748060_k141_509131.region001,SAMN07748062_k141_20456.region001,SAMN07748062_k141_502117.region001,SAMN09765674_k141_960968.region001,SAMN12239307_k141_20945.region001,SAMN12673456_k141_1760755.region001,SAMN14511031_k141_1798160.region001,SAMN15739657_k141_2377814.region001,SAMN16657991_k119_52788.region001,SAMN17674650_k141_4329.region001,SAMN17674816_k141_2929.region001,SAMN17675306_k141_3914.region001,SAMN17675998_k141_2872.region001,SAMN25209157_k141_244174.region001,SAMN25209160_k141_212082.region001,SAMN25209161_k141_396804.region001,SAMN25209162_k141_304645.region001,SAMN25209162_k141_56456.region001,SAMN25209163_k141_126057.region001,SAMN25209164_k141_466547.region001,SAMN25209170_k141_955335.region001,SAMN25209178_k141_282.region001,SAMN25209184_k141_326657.region001,SAMN35165513_k141_1127080.region001,SAMN35165513_k141_824380.region001,SAMN35165515_k141_472203.region001,SAMN35165515_k141_96319.region001,SAMN35165530_k141_845541.region001,SAMN40547840_k141_3546768.region001
SAMD00324618_k141_585885.region001,0.9858537661345468,0.9707866618522547,0.9832718554515277,0.9828166678447665,1.0,0.9853636310438406,0.9682523171788299,1.0,1.0,0.9235954690634091,0.0,1.0,1.0,0.9811131316437873,0.9796631143115614,0.9838006186412782,1.0,0.971706900519663,0.9837443673627253,0.9697603055523265,0.9538161334432845,0.9697677604378663,0.9697603055523265,0.9877774807316101,0.9860136913887243,0.9860136913887243,0.9490061294903116,0.9830575096456573,1.0,0.9742181108334581,1.0,0.970674853477504,0.9698428323501219,0.9705216666929855,0.9705216666929855,0.9705216666929855,0.9705216666929855,1.0,0.9852241417090555,0.9852241417090555,0.9850179577652186,1.0,0.9852241417090555,0.9852241417090555,0.9852241417090555,0.9852241417090555,0.965806346676696,0.9677914102914549,1.0,1.0,0.9677914102914549,0.970137847613977,0.9849985560862929
SAMEA3696444_k129_48947.region001,0.7763925424758215,0.9865258317214824,0.9756893893869599,0.9881687540402214,0.9184269321149221,0.9018130715872387,1.0,0.9879687667859993,1.0,1.0,1.0,0.0,0.975091018810696,1.0,1.0,0.9726967835928199,1.0,1.0,0.9728620644521789,1.0,0.9726643903718457,1.0,1.0,1.0,1.0,1.0,1.0,0.9725442122774036,0.9877084756828118,0.9403469271817703,0.9884951332391119,1.0,1.0,1.0,1.0,1.0,1.0,0.8597856590691998,0.769634807451707,0.769634807451707,0.7786513400751957,0.8025411685769754,0.769634807451707,0.769634807451707,0.769634807451707,0.7710892023236832,0.9880157637907415,1.0,1.0,1.0,1.0,1.0,0.9697997247526687
SAMN03859986_k141_190433.region001,0.9744423670725315,0.9372877667698416,0.9884538971575316,1.0,0.987979989951311,0.9863758156778957,0.9620614540382397,1.0,0.9874372144565015,1.0,1.0,0.975091018810696,0.0,1.0,1.0,0.9873672051252993,1.0,0.9735571386857425,0.9883789224637494,0.9590772356385303,0.9729731628081832,0.9262770925550635,0.9275516154983123,0.9723335346940548,0.9744582931001442,0.9744582931001442,0.974633296582551,1.0,0.9596630121077674,0.9718740671482484,0.9702388980081911,0.9875623062044453,0.9435545215123594,0.9863121585203792,0.9863121585203792,0.9863121585203792,0.9863121585203792,0.961268683845698,0.9608400407190453,0.9608400407190453,0.972281814513811,0.9608400407190453,0.9608400407190453,0.9608400407190453,0.9608400407190453,0.9608400407190453,0.9382007970449512,0.9866711909477516,1.0,1.0,0.9866711909477516,0.9755736825741699,0.9867602723783431
SAMN05421697_k141_38693.region001,0.9854651829065554,0.9713615777285574,0.9845680465869969,0.9845680465869969,1.0,0.984934103051218,0.9709987796766434,1.0,1.0,0.9812307309641101,0.9811131316437873,1.0,1.0,0.0,0.9788901527323154,0.9853695335988706,1.0,0.973319113985441,0.9834164082725937,0.9696942308298705,0.9586353805527,0.9723400695358406,0.9695773114522193,0.9876255793560215,0.9879505927177002,0.9879505927177002,0.9470773443456019,0.9715774690673138,1.0,0.9743351321884607,1.0,0.9718011277611467,0.9711588911493756,0.9722179331494937,0.9722179331494937,0.9722179331494937,0.9722179331494937,1.0,0.984934103051218,0.984934103051218,0.9847729704635304,1.0,0.984934103051218,0.984934103051218,0.984934103051218,0.984934103051218,0.9684759201409815,0.9709642936450288,1.0,1.0,0.9709642936450288,0.9710476630256963,0.9736458383516197
SAMN05421697_k141_66448.region001,0.9840303902243782,0.9703718753845946,0.9838285005369043,0.983944011247355,0.988450279957393,0.9833598191485239,0.9685710597532715,1.0,1.0,0.9796631143115614,0.9796631143115614,1.0,1.0,0.9788901527323154,0.0,0.983596143732067,1.0,0.9698383011461333,0.9830199255637495,0.9713279185199045,0.9566579996046807,0.9713169821779705,0.9712109991422532,0.9873620781793274,0.9878291828677231,0.9878291828677231,0.960825870478001,0.9715431800967417,1.0,0.9742628692563888,1.0,0.9706474073842444,0.9826917933685754,0.9690621347501331,0.9690621347501331,0.9690621347501331,0.9690621347501331,1.0,0.9832864622180133,0.9832864622180133,0.9834348072279125,1.0,0.9832864622180133,0.9832864622180133,0.9832864622180133,0.9832864622180133,0.9663118602198506,0.9686159622023535,1.0,1.0,0.9686159622023535,0.9704612197230642,0.9847051624684185
SAMN06266017_k141_472620.region001,0.9016389427270478,0.9537901159320636,0.9398423005841305,0.9404496551977112,0.9339382016386727,0.94571093104115,0.958996470485299,0.98686172622985,1.0,0.9838006186412782,0.9838006186412782,0.9726967835928199,0.9873672051252993,0.9853695335988706,0.983596143732067,0.0,1.0,0.9703606155196444,0.9607259719953529,0.9732742034252937,0.9467281948248293,0.9619649555811095,0.9731655644568245,0.9883283960396787,0.9754169513656237,0.9754169513656237,0.9767367042785225,0.9572497386239464,0.9878183763708244,0.9328771255540032,0.9763355179633765,0.9481093630265636,0.9595726532373777,0.9604141036727377,0.9604141036727377,0.9604141036727377,0.9604141036727377,0.9346284761091362,0.8867444451519602,0.8867444451519602,0.8833537375787838,0.9369374406625655,0.8867444451519602,0.8867444451519602,0.8867444451519602,0.8867444451519602,0.9444305669840919,0.9573720961124633,0.9875623062044453,0.9875623062044453,0.9573720961124633,0.9751538449724201,0.9213873495605259
SAMN06266017_k141_946008.region001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7104383387317832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9884342609282077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9884951332391119,0.9884951332391119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9882477167496304,1.0,1.0,1.0,1.0,1.0,1.0
SAMN06267296_k141_730012.region001,0.9357112091444533,0.923923654923843,0.9380284141758596,0.9373783440639206,0.9731780041106098,0.9469226712679765,0.909710208766503,1.0,0.9884951332391119,0.9715944384789896,0.971706900519663,1.0,0.9735571386857425,0.973319113985441,0.9698383011461333,0.9703606155196444,0.9884342609282077,0.0,0.9715040181465221,0.9299525550593888,0.9161817070782126,0.9460931682257487,0.9299525550593888,0.9746671257527111,1.0,1.0,0.9480404276611023,0.945466628839655,0.9863037300465618,0.9204293795584084,0.9711369132139123,0.9438805589144521,0.9263865947297844,0.9378876647850054,0.9378876647850054,0.9378876647850054,0.9378876647850054,0.9758195108061032,0.9354010806730615,0.9354010806730615,0.9465783256807893,0.9883942133552445,0.9354010806730615,0.9354010806730615,0.9354010806730615,0.9354010806730615,0.910888722349991,0.9383929872122003,1.0,1.0,0.9385081510436406,0.9572977261782397,0.9579200127088444
SAMN07571238_k129_515968.region001,0.9474585924357484,0.9608626793158714,0.959471492092326,0.971561464589405,0.9091601756961318,0.9586386686681772,0.970636961391045,1.0,1.0,0.9837443673627253,0.9837443673627253,0.9728620644521789,0.9883789224637494,0.9834164082725937,0.9830199255637495,0.9607259719953529,1.0,0.9715040181465221,0.0,0.9732655411120912,0.9477115879112561,0.9854314536361194,0.9732655411120912,1.0,0.9759272723922853,0.9759272723922853,0.9520967009614862,0.9320631684229203,0.9877978685869369,0.950774811800679,0.9734433186906136,0.9731982491318975,0.9854651829065554,0.9722966227608469,0.9722966227608469,0.9722966227608469,0.9722966227608469,0.959752567453657,0.9291990449225624,0.9291990449225624,0.9416967719667577,0.9442447408832126,0.9291990449225624,0.9291990449225624,0.9291990449225624,0.9291990449225624,0.9457791191131804,0.9705155422445139,1.0,1.0,0.9705155422445139,0.9743563896299775,0.9730916962970998
SAMN07748056_k141_2011422.region001,0.9625271261591669,0.9082919357566859,0.9439486452775554,0.954651456634389,0.9639913421890303,0.985817471941706,0.9376542412065192,1.0,1.0,0.9698761652377331,0.9697603055523265,1.0,0.9590772356385303,0.9696942308298705,0.9713279185199045,0.9732742034252937,1.0,0.9299525550593888,0.9732655411120912,0.0,0.8873172854322934,0.8841231314685186,0.7828864907614514,0.950835303567573,0.947430041318005,0.9471391098431213,0.8790897265614054,0.9488451276893185,0.9868173401698157,0.9472872074960954,0.9707812907659985,0.9410106133935041,0.904383735137646,0.9395270666499645,0.9395270666499645,0.9395270666499645,0.9395270666499645,0.9883495020142905,0.9612097431429792,0.9612097431429792,0.9616101604936209,0.9883495020142905,0.9612097431429792,0.9612097431429792,0.9612097431429792,0.9612097431429792,0.8829472117224852,0.9363727134508495,1.0,1.0,0.9363727134508495,0.9548321795307927,0.9594435443885853
SAMN07748056_k141_2044812.region001,0.9215041068254147,0.9012170400861029,0.9450596114221688,0.9447326839248985,0.9130594779390586,0.9572452255672421,0.886513840647358,1.0,1.0,0.9538161334432845,0.9538161334432845,0.9726643903718457,0.9729731628081832,0.9586353805527,0.9566579996046807,0.9467281948248293,1.0,0.9161817070782126,0.9477115879112561,0.8873172854322934,0.0,0.8787112206919314,0.8873585706873784,0.940723507447985,0.9299047659971112,0.9300172280377846,0.7957320449836064,0.9213191727149316,0.9858712162585584,0.9262017225638526,0.9716409065078209,0.9006075475982591,0.8898730215165355,0.9004860904701115,0.9004860904701115,0.9004860904701115,0.9004860904701115,0.9594682772756263,0.8969698009355076,0.8969698009355076,0.9199437515013943,0.9473235172204166,0.8969698009355076,0.8969698009355076,0.8969698009355076,0.8969698009355076,0.8713462576326629,0.9097862902851095,1.0,1.0,0.910011893472134,0.9307053574181053,0.9580405829082835
SAMN07748056_k141_252639.region001,0.9879230680410567,0.8729569464408433,0.9470176227417324,0.9460445006713952,0.9127386826657924,0.975954357258301,0.9416543499458393,1.0,1.0,0.9697677604378663,0.9697677604378663,1.0,0.9262770925550635,0.9723400695358406,0.9713169821779705,0.9619649555811095,1.0,0.9460931682257487,0.9854314536361194,0.8841231314685186,0.8787112206919314,0.0,0.8509317147704253,0.8541789100400383,0.9346463848079866,0.9345365006937469,0.8798014873746445,0.9484923964394341,0.9690681118487456,0.9627821018658596,0.9599050476773323,0.9299432931282825,0.8521198256480665,0.943287341055208,0.943287341055208,0.943287341055208,0.943287341055208,0.9745895219237837,0.9623116433695045,0.9623116433695045,0.9514948237405647,0.9872168147101243,0.9623116433695045,0.9623116433695045,0.9623116433695045,0.9623116433695045,0.8796844199603701,0.9402150228914862,1.0,1.0,0.9403252227646747,0.9581165599198697,0.9634218357012198
SAMN07748057_k141_1813030.region001,0.9625271261591669,0.8756974835913802,0.9438324345021929,0.9545352458590265,0.9639913421890303,0.9857040117172396,0.9375383815211125,1.0,1.0,0.9698761652377331,0.9697603055523265,1.0,0.9275516154983123,0.9695773114522193,0.9712109991422532,0.9731655644568245,1.0,0.9299525550593888,0.9732655411120912,0.7828864907614514,0.8873585706873784,0.8509317147704253,0.0,0.950835303567573,0.947430041318005,0.9471391098431213,0.8789755909784601,0.9488451276893185,0.9868173401698157,0.9472872074960954,0.9707812907659985,0.9408957943639543,0.8720574909978157,0.9394101472723132,0.9394101472723132,0.9394101472723132,0.9394101472723132,0.9883495020142905,0.9612097431429792,0.9612097431429792,0.9616101604936209,0.9883495020142905,0.9612097431429792,0.9612097431429792,0.9612097431429792,0.9612097431429792,0.8851174786452378,0.9363727134508495,1.0,1.0,0.9363727134508495,0.9547183826291025,0.9593300841641189
SAMN07748057_k141_301426.region001,1.0,0.9560823922470023,0.9882001366554993,0.9764002733109988,0.9492044878409945,1.0,0.9737881892595676,1.0,1.0,0.9877774807316101,0.9877774807316101,1.0,0.9723335346940548,0.9876255793560215,0.9873620781793274,0.9883283960396787,1.0,0.9746671257527111,1.0,0.950835303567573,0.940723507447985,0.8541789100400383,0.950835303567573,0.0,0.959309241864672,0.959194765578494,0.9472511373768572,0.9756689792591862,0.9833262800566839,0.9881664227602294,0.9856189165488899,0.9594437804998387,0.9358315891810944,0.9739697849422321,0.9739697849422321,0.9739697849422321,0.9739697849422321,0.9628896574211856,0.9872168147101243,0.9872168147101243,0.9877281421217193,0.9872168147101243,0.9872168147101243,0.9872168147101243,0.9872168147101243,0.9872168147101243,0.9409616165354319,0.97178245544542,1.0,1.0,0.9718945886497171,0.9848004809053308,0.976616855025601
SAMN07748060_k141_509131.region001,0.9734109745970586,0.958762541526308,0.9881023968235796,0.9882789191259004,0.949971374325301,0.9737608301944657,0.9877874926248509,1.0,1.0,0.985900898577343,0.9860136913887243,1.0,0.9744582931001442,0.9879505927177002,0.9878291828677231,0.9754169513656237,1.0,1.0,0.9759272723922853,0.947430041318005,0.9299047659971112,0.9346463848079866,0.947430041318005,0.959309241864672,0.0,0.7747191231622379,0.8679213156137662,0.9626329758055279,0.9723125529492294,1.0,0.9720752744372751,0.9880017471402044,0.9629229459215823,0.9879311691822056,0.9879311691822056,0.9879311691822056,0.9879311691822056,0.9620684502963891,0.9401608603073613,0.9401608603073613,0.9504197923302863,0.9401608603073613,0.9401608603073613,0.9401608603073613,0.9401608603073613,0.9401608603073613,0.9109033019902478,0.987102679127179,1.0,1.0,0.987102679127179,0.9868744079612883,0.9883495020142905
SAMN07748062_k141_20456.region001,0.9734109745970586,0.958762541526308,0.9881023968235796,0.9882789191259004,0.949971374325301,0.9737608301944657,0.9877874926248509,1.0,1.0,0.985900898577343,0.9860136913887243,1.0,0.9744582931001442,0.9879505927177002,0.9878291828677231,0.9754169513656237,1.0,1.0,0.9759272723922853,0.9471391098431213,0.9300172280377846,0.9345365006937469,0.9471391098431213,0.959194765578494,0.7747191231622379,0.0,0.8679213156137662,0.9626329758055279,0.9603283167399709,1.0,0.9720752744372751,0.9880017471402044,0.9629229459215823,0.9879311691822056,0.9879311691822056,0.9879311691822056,0.9879311691822056,0.9620684502963891,0.9401608603073613,0.9401608603073613,0.9504197923302863,0.9401608603073613,0.9401608603073613,0.9401608603073613,0.9401608603073613,0.9401608603073613,0.9109033019902478,0.987102679127179,1.0,1.0,0.987102679127179,0.9868744079612883,0.9883495020142905
SAMN07748062_k141_502117.region001,0.963071458681201,0.9100996847032318,0.9764633176181678,0.9765774532011131,0.948791606000133,0.9753012664308737,0.9117391605792882,1.0,1.0,0.9492806131768722,0.9490061294903116,1.0,0.974633296582551,0.9470773443456019,0.960825870478001,0.9767367042785225,1.0,0.9480404276611023,0.9520967009614862,0.8790897265614054,0.7957320449836064,0.8798014873746445,0.8789755909784601,0.9472511373768572,0.8679213156137662,0.8679213156137662,0.0,0.935984149122367,0.9733647631889301,0.9642943659854456,0.9626257187263952,0.9045670175373532,0.8911400307169197,0.9227572564463856,0.9227572564463855,0.9227572564463855,0.9227572564463855,1.0,0.9639394297317206,0.9639394297317206,0.9640365710280296,0.9884951332391119,0.9639394297317206,0.9639394297317206,0.9639394297317206,0.9639394297317206,0.8451682024568714,0.8985558757410693,1.0,1.0,0.910237477541295,0.9458728355020548,0.9877099346174489
SAMN09765674_k141_960968.region001,0.9212229266385724,0.9286387200602653,0.930427913138646,0.9309875816972616,0.8681152856672381,0.945588034528531,0.9425406979288459,1.0,1.0,0.9830575096456573,0.9830575096456573,0.9725442122774036,1.0,0.9715774690673138,0.9715431800967417,0.9572497386239464,1.0,0.945466628839655,0.9320631684229203,0.9488451276893185,0.9213191727149316,0.9484923964394341,0.9488451276893185,0.9756689792591862,0.9626329758055279,0.9626329758055279,0.935984149122367,0.0,0.987979989951311,0.9218770139040835,0.9877978685869369,0.95961237310497,0.9452272973148751,0.9583443977631888,0.9583443977631888,0.9583443977631888,0.9583443977631888,0.9348101962462841,0.9036957537445931,0.9036957537445931,0.9138064104232845,0.94500034529031,0.9036957537445931,0.9036957537445931,0.9036957537445931,0.9036957537445931,0.9188503100264214,0.944006928633961,1.0,1.0,0.944006928633961,0.9612035252172584,0.9433696116690933
